question,GT_sql,predicted_sql,execution_match
Find the projects which lasted the longest and have an end year and a start year,"select title, end_year - start_year from projects order by end_year - start_year desc limit 1","SELECT projects.title, projects.start_year, projects.end_year FROM projects WHERE projects.end_year IS NOT NULL AND projects.start_year IS NOT NULL ORDER BY projects.end_year DESC, projects.start_year ASC LIMIT 1",False
Show me topic titles which starts with 'Raw materials',select title from topics where title like 'Raw materials%',SELECT title FROM topics WHERE title LIKE 'Raw materials%',True
Show me topic titles which contain the word 'climate',select title from topics where title like '%climate%',SELECT title FROM topics WHERE title LIKE '%climate%',True
Show me the number of projects where Thomas Bell was principal investigator,select count(*) from projects as p join people as peep on p.principal_investigator = peep.unics_id where peep.full_name = 'Thomas Bell',SELECT COUNT(*) FROM projects WHERE principal_investigator = 13564,False
Show me the all different names of people,select distinct full_name from people,SELECT DISTINCT people.full_name FROM people,True
Find the acronym of projects which have total costs between 100000 and 200000,select p.acronym from projects as p where p.total_cost between 100000 and 200000,SELECT acronym FROM projects WHERE total_cost BETWEEN 100000 AND 200000,True
Show the title of projects with costs higher than 1000000,select p.title from projects as p where p.total_cost > 1000000,SELECT title FROM projects WHERE total_cost > 1000000,True
Show the title of projects with costs higher than a million,select p.title from projects as p where p.total_cost > 1000000,SELECT title FROM projects WHERE total_cost > 1000000,True
Show the project title and member name where the member has a partner role ,"select title, member_name from projects as p join project_members as pm on p.unics_id = pm.project join project_member_roles as pmr on pm.member_role = pmr.code where pmr.code = 'partner'","SELECT projects.title, project_members.member_name FROM projects JOIN project_members ON projects.unics_id = project_members.project WHERE project_members.member_role = 'partner'",True
What different research domains do exist?,select distinct description from erc_research_domains,SELECT DISTINCT erc_research_domains.code FROM erc_research_domains,False
Show me the country name of all institutes.,select c.country_name from countries as c join institutions as i on c.unics_id = i.country_id,SELECT countries.country_name FROM institutions JOIN countries ON institutions.country_id = countries.unics_id,True
Show me the country of all institutes.,select c.country_name from countries as c join institutions as i on c.unics_id = i.country_id,SELECT institutions.country_id FROM institutions,False
What is the country code 2 and country code 3 for Andorra?,"select country_code2, country_code3 from countries where country_name = 'Andorra'","SELECT countries.country_code2, countries.country_code3 FROM countries WHERE countries.country_name = 'Andorra'",True
Find the code of the funding scheme for Framework Partnership Agreement,select code from funding_schemes where title = 'Framework Partnership Agreement',SELECT funding_schemes.code FROM funding_schemes WHERE title = 'Framework Partnership Agreement',True
Show me the full title of the program which is called 'Transport' in short.,select title from programmes where short_name = 'Transport',SELECT projects.title FROM projects WHERE projects.framework_program = 'Transport',False
Find member name and role code of project members in project with acronym GTBB,"select pm.member_name, pr.code from project_members as pm join projects as p on pm.project = p.unics_id join project_member_roles as pr on pm.member_role = pr.code where p.acronym = 'GTBB'","SELECT T1.member_name, T1.code FROM project_members AS T1 WHERE T1.project = (SELECT unics_id FROM projects WHERE acronym = 'GTBB')",False
Find member name and role code of project members in project GTBB,"select pm.member_name, pr.code from project_members as pm join projects as p on pm.project = p.unics_id join project_member_roles as pr on pm.member_role = pr.code where p.acronym = 'GTBB'","SELECT T1.member_name, T1.code FROM project_members AS T1 WHERE T1.project = 'GTBB'",False
Show titles of programmes which have FP7 as parent program,select title from programmes where parent = 'FP7',SELECT title FROM programmes WHERE parent = 'FP7',True
Show titles of programmes which have program with code FP7 as parent program,select title from programmes where parent = 'FP7',SELECT projects.title FROM projects WHERE projects.parent = 'FP7',False
Get panel descriptions from research domain Life Sciences,select p.description from erc_panels as p join erc_research_domains as erd on p.part_of = erd.code where erd.description = 'Life Sciences',SELECT erc_panels.description,False
Get panel descriptions from research domain life sciences,select p.description from erc_panels as p join erc_research_domains as erd on p.part_of = erd.code where erd.description = 'Life Sciences',SELECT erc_panels.description FROM erc_research_domains JOIN erc_panels ON erc_research_domains.code = erc_panels.part_of WHERE erc_research_domains.code = 'life sciences',False
Find project members of type Research Organisations,select member_name from project_members as mb join activity_types as a on a.code = mb.activity_type where a.description = 'Research Organisations',"SELECT project_members.unics_id, project_members.member_short_name",False
Get names of project members who's activity type description is Research Organisations,select member_name from project_members as mb join activity_types as a on a.code = mb.activity_type where a.description = 'Research Organisations',SELECT project_members.member_name FROM project_members WHERE project_member_roles.description = 'Research Organisations',False
What is the objective of DEEPCARBON?,select objective from projects where acronym = 'DEEPCARBON',SELECT projects.objective FROM projects WHERE projects.acronym = 'DEEPCARBON',True
What is the objective of the project with acronym DEEPCARBON?,select objective from projects where acronym = 'DEEPCARBON',SELECT projects.objective FROM projects WHERE projects.acronym = 'DEEPCARBON',True
Get the title of projects having the term 'carbon capturing' in it's objective.,select title from projects where objective like '%carbon capturing%',SELECT title FROM projects WHERE objective LIKE '%carbon capturing%',True
How many projects have an objective which contains 'carbon capturing'?,select count(*) from projects where objective like '%carbon capturing%',SELECT COUNT(*) FROM projects WHERE objective LIKE '%carbon capturing%',True
Show all names of institutions from France except institutions from the territorial region of Paris,select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id where country_name = 'France' except select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id join eu_territorial_units as etu on i.geocode_regions_3 = etu.geocode_regions where country_name = 'France' and etu.description = 'Paris',SELECT institutions.institutions_name FROM institutions WHERE institutions.country_id = (SELECT country_id FROM countries WHERE country_name = 'France') AND institutions.geocode_regions_3 NOT IN (SELECT geocode_regions FROM eu_territorial_units WHERE description = 'Paris'),False
Show institutions from France except the ones from Paris,select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id where country_name = 'France' except select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id join eu_territorial_units as etu on i.geocode_regions_3 = etu.geocode_regions where country_name = 'France' and etu.description = 'Paris',SELECT T1.institutions_name FROM institutions AS T1 WHERE T1.country_id = (SELECT country_id FROM countries WHERE country_code3 = 'FRA') AND geocode_regions_3 != '75',False
Which institutions have never been project coordinators,SELECT distinct member_name from project_members WHERE member_name NOT in (SELECT member_name from project_members where member_role = 'coordinator'),SELECT DISTINCT institutions.institutions_name FROM projects WHERE institutions.institutions_name NOT IN (SELECT institutions.institutions_name FROM projects WHERE principal_investigator = institutions.unics_id),False
Show all of the instituions that have never coordinated a project,SELECT distinct member_name from project_members WHERE member_name NOT in (SELECT member_name from project_members where member_role = 'coordinator'),"SELECT DISTINCT institutions.institutions_name FROM projects JOIN project_members ON projects.unics_id = project_members.project WHERE project_members.member_role NOT IN ('Coordinator', 'Coordinator of Work Package')",False
Show all of the names of people who have worked on multiple projects,"SELECT t1.full_name, count(p.title) FROM people as t1 join projects as p on t1.unics_id = p.principal_investigator group by t1.full_name HAVING count(p.title) > 1",SELECT DISTINCT T1.full_name FROM project_members AS T1 WHERE T1.unics_id IN (SELECT unics_id FROM project_members GROUP BY unics_id HAVING COUNT(*) > 1),False
Which people have worked on more than one project,"SELECT t1.full_name, count(p.title) FROM people as t1 join projects as p on t1.unics_id = p.principal_investigator group by t1.full_name HAVING count(p.title) > 1",SELECT DISTINCT project_members.unics_id FROM project_members GROUP BY project_members.unics_id HAVING COUNT(DISTINCT project_members.project) > 1,False
What is the title of the subject area that has been granted the most funding,"SELECT t1.title, MAX(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MAX(t3.ec_max_contribution) DESC LIMIT 1",SELECT subject_areas.title FROM subject_areas,False
Which subject area has recieved the highest funding contribution?,"SELECT t1.title, MAX(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MAX(t3.ec_max_contribution) DESC LIMIT 1",SELECT subject_areas.title,False
Which subject area has recieved the least funding contribution,"SELECT t1.title, MIN(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MIN(t3.ec_max_contribution) DESC LIMIT 1","SELECT subject_area, MIN(projects.ec_max_contribution) as least_funding",False
What is the title of the subject area that has been granted the least amount of funding,"SELECT t1.title, MIN(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MIN(t3.ec_max_contribution) DESC LIMIT 1","SELECT subject_areas.title FROM subject_areas JOIN projects ON FIND_IN_SET(subject_areas.code, projects.ec_call) ORDER BY SUM(projects.total_cost) ASC LIMIT 1",False
Which institution has participated in the most projects,"Select i.institutions_name, Count(distinct project) From project_members join institutions as i on project_members.institution_id = i.unics_id GROUP BY i.institutions_name order by count(distinct project) desc limit 1","SELECT institutions.institutions_name, COUNT(projects.unics_id) as number_of_projects",False
Show the institution that has been involved in the highest number of projects,"Select i.institutions_name, Count(distinct project) From project_members join institutions as i on project_members.institution_id = i.unics_id GROUP BY i.institutions_name order by count(distinct project) desc limit 1",SELECT institutions_name FROM institutions JOIN project_members ON institutions.unics_id = project_members.institution_id GROUP BY institutions_name ORDER BY COUNT(projects_unics_id) DESC LIMIT 1,False
Which institution has participated in the fewest projects,"Select t2.institutions_name, Count(distinct project) From project_members as t1 join institutions as t2 on t1.institution_id = t2.unics_id GROUP BY t2.institutions_name order by count(distinct project) asc limit 1","SELECT institutions.institutions_name, COUNT(projects.unics_id) AS num_projects FROM institutions JOIN projects ON institutions.unics_id = projects.principal_investigator GROUP BY institutions.institutions_name ORDER BY num_projects ASC LIMIT 1",False
Show the institution that has been involved in the least amount of projects,"Select t2.institutions_name, Count(distinct project) From project_members as t1 join institutions as t2 on t1.institution_id = t2.unics_id GROUP BY t2.institutions_name order by count(distinct project) asc limit 1",SELECT institutions.institutions_name,False
Which funding scheme provided the most funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) DESC LIMIT 1","SELECT funding_schemes.title, COUNT(projects.total_cost) as count",False
Which funding scheme provided the least funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) ASC LIMIT 1","SELECT funding_schemes.title AS least_funded_scheme, MIN(projects.total_cost) AS min_funding FROM funding_schemes JOIN projects ON funding_schemes.code = projects.ec_fund_scheme GROUP BY funding_schemes.title",False
Show the industrial partners that have worked on projects and the amount of funding they have recieved in order from most to least,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC","SELECT institutions.acronym, SUM(projects.ec_max_contribution) as total_funding",False
Show the amount of funding and corresponding list of industrial partners that have worked on projects in order from the most funding to the least funding,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC","SELECT projects.title, SUM(projects.total_cost) as total_funding, GROUP_CONCAT(people.full_name SEPARATOR ', ') as industrial_partners",False
Show the title and the start year of the most recent projects,"SELECT p.title, p.start_year from projects as p order by start_year DESC","SELECT title, start_year FROM projects ORDER BY end_year DESC, start_year DESC LIMIT 1",False
Which projects have started most recently?,"SELECT p.title, p.start_year from projects as p order by start_year DESC",SELECT projects.start_date FROM projects ORDER BY start_date DESC LIMIT 1,False
Show title and the starting year of the least recent projects,"SELECT p.title, p.start_year from projects as p order by start_year ASC","SELECT title, start_year FROM projects ORDER BY start_year DESC LIMIT 1",False
Which projects have started the least recently?,"SELECT p.title, p.start_year from projects as p order by start_year ASC","SELECT projects.unics_id, MIN(projects.start_date) as earliest_start_date FROM projects GROUP BY projects.unics_id ORDER BY earliest_start_date",False
What is the starting date of the first recorded project,SELECT p.start_date from projects as p order by start_date ASC,SELECT MIN(start_date) FROM projects,False
On which date did the first project start?,SELECT p.start_date from projects as p order by start_date ASC,SELECT MIN(start_date) FROM projects,False
Show the titles of all of the projects in the subject area of Climate change and Carbon cycle research,SELECT t3.title from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Climate change and Carbon cycle research',SELECT title FROM projects JOIN project_subject_areas ON projects.unics_id = project_subject_areas.project WHERE project_subject_areas.subject_area = 'Climate change and Carbon cycle research',False
Show the titles of all of the projects that share the subject area code 'CCC,SELECT t3.title from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Climate change and Carbon cycle research',SELECT title FROM projects JOIN project_subject_areas ON projects.unics_id = project_subject_areas.project WHERE project_subject_areas.subject_area = 'CCC',True
List all of the possible roles that project members can have in projects,SELECT pmr.description from project_member_roles as pmr,SELECT DISTINCT project_member_roles.code FROM project_members,False
What are all of the ways that projects members can participate in projects?,SELECT pmr.description from project_member_roles as pmr,SELECT DISTINCT project_member_roles.code FROM project_members,False
How many erc panels are dedicated to Life Sciences,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.description = 'Life Sciences',SELECT COUNT(DISTINCT project_erc_panels.panel) FROM project_erc_panels WHERE project_erc_panels.panel LIKE 'Life Sciences%',False
Count the number of erc panels that are part of Life Sciences,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'LS',SELECT COUNT(erc_panels.code) FROM erc_panels WHERE erc_panels.part_of = 'Life Sciences',False
List all of the european research council panels related to social sciences and humanities,SELECT t1.description from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'SH',"SELECT DISTINCT erc_panels.code FROM erc_panels JOIN projects ON project_erc_panels.panel = erc_panels.code WHERE erc_research_domains.code IN ('SOC-2018', 'SOC-2017', 'SOC-2016') AND erc_panels.part_of = 'ERC'",False
How many european research council panels are related to social sciences and humanities,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'SH',SELECT COUNT(DISTINCT project_erc_panels.panel) FROM erc_research_domains INNER JOIN project_erc_panels ON erc_research_domains.code = project_erc_panels.panel WHERE erc_research_domains.description = 'Social sciences and humanities',False
Show all of the project members that are private for profit entities,SELECT member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC',"SELECT project_members.member_name, project_members.institutions_id",False
Which project members are businesses?,SELECT member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC',"SELECT DISTINCT T1.member_name, T1.institution_id FROM project_members AS T1 WHERE T1.activity_type = 'Business'",False
How many project members are businesses?,SELECT count(member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC',SELECT COUNT(*) FROM project_members WHERE member_role = 'business',False
How many project members are Higher or Secondary Education Establishments?,SELECT count (distinct member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'HES',SELECT COUNT(*) FROM project_members WHERE member_short_name LIKE '% Higher or Secondary Education %',False
Count the number of project members that are Educational Establishments,SELECT count (distinct member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.description = 'Higher or Secondary Education Establishments',SELECT COUNT(*) FROM project_members WHERE institution_id IS NOT NULL AND member_role = 'Educational Establishment',False
How many projects have been related to Robotics?,SELECT count(t3.title) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Robotics',SELECT COUNT(*) FROM projects WHERE title LIKE '%Robotics%',False
What is the number of projects that have been carried out in the subject area of Robotics?,SELECT count(t3.title) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Robotics',SELECT COUNT(projects.unics_id) FROM projects JOIN project_subject_areas ON projects.unics_id = project_subject_areas.project WHERE project_subject_areas.subject_area = 'Robotics',False
Which non-EU entity has recieved the most funding through a project?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution DESC LIMIT 1","SELECT institutions.institutions_name, SUM(projects.total_cost) as total_funding",False
Which entity located outside of the EU has received the most funding?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution DESC LIMIT 1","SELECT institutions.country_name, SUM(projects.total_cost) as total_funding",False
Which non-EU entity has recieved the least funding through a project?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution ASC LIMIT 1","SELECT unics_id, country_code3 as country FROM institutions INNER JOIN projects ON institutions.unics_id = projects.principal_investigator WHERE country_code3 != 'EU' GROUP BY country ORDER BY SUM(projects.total_cost) LIMIT 1",False
Which entity located outside of the EU has received the least funding?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution ASC LIMIT 1","SELECT institutions.country_name, SUM(projects.total_cost) as total_funding",False
How many non-EU entities have participated in projects?,SELECT count(distinct t1.member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id  WHERE t1.geocode_regions_3 = 'NONEU',SELECT COUNT(DISTINCT institutes.country_code3) FROM institutions AS institutes WHERE institutes.country_id NOT IN (SELECT id FROM countries WHERE country_name = 'EU'),False
Which entities that are located outside of the European Union have participated in projects?,SELECT distinct t1.member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU',SELECT DISTINCT institutions.institutions_name FROM institutions WHERE institutions.country_id NOT IN (SELECT country_id FROM countries WHERE country_code3 LIKE 'EU%'),False
Show all of the programmes with titles that are related to climate,SELECT p.title from programmes as p WHERE p.title like '%climate%',SELECT DISTINCT programs.title FROM projects JOIN programmes ON projects.programme = programmes.code WHERE topics.topic LIKE '%climate%',False
List the programms that have the term climate in the title,SELECT p.title from programmes as p WHERE p.title like '%climate%',SELECT projects.title FROM projects WHERE projects.title LIKE '%climate%',False
Show the title and amount of funds that have been allocated per programme,"SELECT t1.title, sum(t3.ec_max_contribution) from programmes as t1 join project_programmes as t2 on t1.code = t2.programme join projects as t3 on t3.unics_id = t2.project group by t1.title","SELECT programmes.title, SUM(projects.total_cost) AS total_funds FROM projects JOIN programme_programmes ON projects.unics_id = project_programmes.project GROUP BY programmes.title",False
List all of the titles and the amount of funding that has been dispersed per programme,"SELECT t1.title, sum(t3.ec_max_contribution) from programmes as t1 join project_programmes as t2 on t1.code = t2.programme join projects as t3 on t3.unics_id = t2.project group by t1.title","SELECT programmes.title, SUM(projects.total_cost) as total_funding",False
