question,GT_sql,predicted_sql,execution_match
Show the title of the project with the highest total cost,Select p.title from projects as p where total_cost = (select max(p2.total_cost) from projects as p2), SELECT title FROM projects WHERE total_cost = (SELECT MAX(total_cost) FROM projects);,True
Show the name of members in projects costing less than the average project cost.,SELECT T1.member_name FROM project_members AS T1 JOIN projects AS T2 ON T1.project = T2.unics_id WHERE T2.total_cost < (SELECT AVG(T23.total_cost) FROM projects AS T23), SELECT member_short_name FROM project_members JOIN projects ON project_members.project = projects.unics_id WHERE projects.total_cost < (SELECT AVG(projects.total_cost) FROM projects);,False
Find the id of projects with at least 100 members,select p.unics_id from projects as p join project_members as pm on p.unics_id = pm.project group by p.unics_id having count(p.unics_id) >= 100, SELECT DISTINCT projects.unics_id FROM project_members INNER JOIN projects ON project_members.project = projects.unics_id GROUP BY projects.unics_id HAVING COUNT(*) >= 100;,False
Find the code and title of the funding scheme which funded the highest number of projects.,"select s.code, s.title from funding_schemes as s where s.code = (select s2.code from funding_schemes as s2 join projects as p on s2.code = p.ec_fund_scheme group by s2.code order by count(*) desc LIMIT 1)"," SELECT funding_schemes.code, funding_schemes.title FROM funding_schemes JOIN projects ON funding_schemes.code = projects.ec_fund_scheme GROUP BY funding_schemes.code ORDER BY COUNT(projects.unics_id) DESC LIMIT 1;",True
Show the total costs of all projects,SELECT sum(total_cost) FROM projects, SELECT sum(total_cost) FROM projects;,True
Show me the title of projects which have an end year and a start year after 2006,select title from projects where start_year > 2006 and end_year > 2006, SELECT title FROM projects WHERE end_year IS NOT NULL AND start_year > 2006,True
Find the projects which lasted the longest and have an end year and a start year,"select title, end_year - start_year from projects order by end_year - start_year desc limit 1"," SELECT projects.unics_id, MAX(projects.end_year) as max_end_year, MIN(projects.start_year) as min_start_year FROM projects GROUP BY projects.unics_id HAVING max_end_year = (SELECT MAX(max_end_year) FROM (SELECT unics_id, MAX(projects.end_year) as max_end_year FROM projects GROUP BY projects.unics_id) AS t);",False
Show me topic titles which starts with 'Raw materials',select title from topics where title like 'Raw materials%', projects.title FROM topics JOIN projects ON topics.project = projects.unics_id WHERE topics.title LIKE 'Raw materials%';,False
Show me topic titles which contain the word 'climate',select title from topics where title like '%climate%', SELECT title FROM topics WHERE code LIKE '%climate%';,False
Show me the number of projects where Thomas Bell was principal investigator,select count(*) from projects as p join people as peep on p.principal_investigator = peep.unics_id where peep.full_name = 'Thomas Bell', SELECT COUNT(*) FROM projects WHERE principal_investigator = (SELECT unics_id FROM people WHERE full_name = 'Thomas Bell');,True
Show me the all different names of people,select distinct full_name from people, SELECT DISTINCT people.full_name FROM people;,True
Find the acronym of projects which have total costs between 100000 and 200000,select p.acronym from projects as p where p.total_cost between 100000 and 200000, SELECT acronym FROM projects WHERE total_cost BETWEEN 100000 AND 200000;,True
Show the title of projects with costs higher than 1000000,select p.title from projects as p where p.total_cost > 1000000, SELECT title FROM projects WHERE total_cost > 1000000;,True
Show the title of projects with costs higher than a million,select p.title from projects as p where p.total_cost > 1000000, SELECT title FROM projects WHERE total_cost > 1000000;,True
Show the project title and member name where the member has a partner role ,"select title, member_name from projects as p join project_members as pm on p.unics_id = pm.project join project_member_roles as pmr on pm.member_role = pmr.code where pmr.code = 'partner'"," SELECT projects.title, project_members.member_name FROM projects JOIN project_members ON projects.unics_id = project_members.project WHERE project_member_roles.'code' = 'partner';",False
What different research domains do exist?,select distinct description from erc_research_domains, SELECT DISTINCT erc_research_domains.code FROM erc_research_domains;,False
Show me the country name of all institutes.,select c.country_name from countries as c join institutions as i on c.unics_id = i.country_id, SELECT institutions.country_name FROM institutions;,False
Show me the country of all institutes.,select c.country_name from countries as c join institutions as i on c.unics_id = i.country_id, SELECT institutions.country_id FROM institutions;,False
What is the country code 2 and country code 3 for Andorra?,"select country_code2, country_code3 from countries where country_name = 'Andorra'"," SELECT countries.country_code2, countries.country_code3 FROM countries WHERE countries.country_name = 'Andorra'",True
Find the code of the funding scheme for Framework Partnership Agreement,select code from funding_schemes where title = 'Framework Partnership Agreement', SELECT funding_schemes.code FROM funding_schemes WHERE title = 'Framework Partnership Agreement',True
Show me the full title of the program which is called 'Transport' in short.,select title from programmes where short_name = 'Transport', SELECT title FROM programmes WHERE short_name = 'Transport';,True
Find member name and role code of project members in project with acronym GTBB,"select pm.member_name, pr.code from project_members as pm join projects as p on pm.project = p.unics_id join project_member_roles as pr on pm.member_role = pr.code where p.acronym = 'GTBB'"," SELECT member_name, code FROM project_members WHERE project = (SELECT unics_id FROM projects WHERE acronym = 'GTBB')",False
Find member name and role code of project members in project GTBB,"select pm.member_name, pr.code from project_members as pm join projects as p on pm.project = p.unics_id join project_member_roles as pr on pm.member_role = pr.code where p.acronym = 'GTBB'"," SELECT member_name, code FROM project_members WHERE project = (SELECT unics_id FROM projects WHERE acronym = 'GTBB')",False
Show titles of programmes which have FP7 as parent program,select title from programmes where parent = 'FP7', SELECT title FROM programmes WHERE parent = 'FP7';,True
Show titles of programmes which have program with code FP7 as parent program,select title from programmes where parent = 'FP7', SELECT title FROM programmes WHERE parent = 'FP7',True
Get panel descriptions from research domain Life Sciences,select p.description from erc_panels as p join erc_research_domains as erd on p.part_of = erd.code where erd.description = 'Life Sciences', SELECT erc_panels.description FROM erc_research_domains WHERE erc_research_domains.code = 'Life Sciences';,False
Get panel descriptions from research domain life sciences,select p.description from erc_panels as p join erc_research_domains as erd on p.part_of = erd.code where erd.description = 'Life Sciences', SELECT erc_panels.description FROM erc_research_domains JOIN erc_panels ON erc_research_domains.code = erc_panels.part_of WHERE erc_research_domains.code = 'life sciences',False
Find project members of type Research Organisations,select member_name from project_members as mb join activity_types as a on a.code = mb.activity_type where a.description = 'Research Organisations'," SELECT project_members.unics_id, project_members.member_name, project_members.institution_id FROM project_members WHERE project_member_roles.code = 'Research Organisation'",False
Get names of project members who's activity type description is Research Organisations,select member_name from project_members as mb join activity_types as a on a.code = mb.activity_type where a.description = 'Research Organisations', SELECT member_name FROM project_members WHERE project_member_roles.description = 'Research Organisations';,False
What is the objective of DEEPCARBON?,select objective from projects where acronym = 'DEEPCARBON', projects.objective = 'DEEPCARBON',False
What is the objective of the project with acronym DEEPCARBON?,select objective from projects where acronym = 'DEEPCARBON', SELECT title FROM projects WHERE acronym = 'DEEPCARBON';,False
Get the title of projects having the term 'carbon capturing' in it's objective.,select title from projects where objective like '%carbon capturing%', SELECT title FROM projects WHERE objective LIKE '%carbon capturing%';,True
How many projects have an objective which contains 'carbon capturing'?,select count(*) from projects where objective like '%carbon capturing%', SELECT COUNT(*) FROM projects WHERE objective LIKE '%carbon capturing%';,True
Show all names of institutions from France except institutions from the territorial region of Paris,select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id where country_name = 'France' except select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id join eu_territorial_units as etu on i.geocode_regions_3 = etu.geocode_regions where country_name = 'France' and etu.description = 'Paris', SELECT institutions.institutions_name FROM institutions WHERE countries.country_code3 = 'FRA' AND eu_territorial_units.description != 'Paris';,False
Show institutions from France except the ones from Paris,select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id where country_name = 'France' except select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id join eu_territorial_units as etu on i.geocode_regions_3 = etu.geocode_regions where country_name = 'France' and etu.description = 'Paris', SELECT DISTINCT institutions_name FROM institutions WHERE country_code3 = 'FRA' AND geocode_regions_3 != '75';,False
Which institutions have never been project coordinators,SELECT distinct member_name from project_members WHERE member_name NOT in (SELECT member_name from project_members where member_role = 'coordinator'), SELECT DISTINCT institutions.institutions_name FROM institutions LEFT JOIN projects ON institutions.unics_id = projects.principal_investigator WHERE projects.principal_investigator IS NULL,False
Show all of the instituions that have never coordinated a project,SELECT distinct member_name from project_members WHERE member_name NOT in (SELECT member_name from project_members where member_role = 'coordinator'), SELECT DISTINCT institutions.institutions_name FROM institutions LEFT JOIN projects ON institutions.unics_id = projects.principal_investigator WHERE projects.unics_id IS NULL,False
Show all of the names of people who have worked on multiple projects,"SELECT t1.full_name, count(p.title) FROM people as t1 join projects as p on t1.unics_id = p.principal_investigator group by t1.full_name HAVING count(p.title) > 1", SELECT DISTINCT people.full_name FROM project_members JOIN people ON project_members.unics_id = people.unics_id GROUP BY people.full_name HAVING COUNT(DISTINCT project_members.project) > 1,False
Which people have worked on more than one project,"SELECT t1.full_name, count(p.title) FROM people as t1 join projects as p on t1.unics_id = p.principal_investigator group by t1.full_name HAVING count(p.title) > 1", SELECT DISTINCT p1.unics_id FROM project_members AS p1 JOIN project_members AS p2 ON p1.project = p2.project WHERE p1.unics_id = p2.unics_id AND p1.member_role = 'PI' AND p2.member_role <> 'PI';,False
What is the title of the subject area that has been granted the most funding,"SELECT t1.title, MAX(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MAX(t3.ec_max_contribution) DESC LIMIT 1", SELECT subject_areas.title FROM subject_areas JOIN projects ON projects.subject_area = subject_areas.code GROUP BY subject_areas.title ORDER BY SUM(projects.total_cost) DESC LIMIT 1;,False
Which subject area has recieved the highest funding contribution?,"SELECT t1.title, MAX(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MAX(t3.ec_max_contribution) DESC LIMIT 1", SELECT topic_areas.title FROM topics JOIN project_subject_areas ON projects.unics_id = project_subject_areas.project JOIN subject_areas ON project_subject_areas.subject_area = subject_areas.code GROUP BY topic_areas.title ORDER BY SUM(projects.total_cost) DESC LIMIT 1;,False
Which subject area has recieved the least funding contribution,"SELECT t1.title, MIN(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MIN(t3.ec_max_contribution) DESC LIMIT 1", SELECT MIN(projects.total_cost) FROM projects JOIN subjects_areas ON projects.subject_area = subjects_areas.code;,False
What is the title of the subject area that has been granted the least amount of funding,"SELECT t1.title, MIN(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MIN(t3.ec_max_contribution) DESC LIMIT 1", SELECT subject_areas.title FROM subject_areas ORDER BY SUM(projects.total_cost) ASC LIMIT 1;,False
Which institution has participated in the most projects,"Select i.institutions_name, Count(distinct project) From project_members join institutions as i on project_members.institution_id = i.unics_id GROUP BY i.institutions_name order by count(distinct project) desc limit 1"," SELECT DISTINCT ON (institutions.unics_id) institutions.institutions_name, count(projects.unics_id) as number_of_projects FROM institutions JOIN projects ON institutions.unics_id = projects.principal_investigator GROUP BY institutions.institutions_id ORDER BY number_of_projects DESC, institutions.institutions_name;",False
Show the institution that has been involved in the highest number of projects,"Select i.institutions_name, Count(distinct project) From project_members join institutions as i on project_members.institution_id = i.unics_id GROUP BY i.institutions_name order by count(distinct project) desc limit 1", SELECT institutions.institutions_name FROM projects JOIN project_members ON projects.unics_id = project_members.project GROUP BY institutions.institutions_name ORDER BY COUNT(*) DESC LIMIT 1;,False
Which institution has participated in the fewest projects,"Select t2.institutions_name, Count(distinct project) From project_members as t1 join institutions as t2 on t1.institution_id = t2.unics_id GROUP BY t2.institutions_name order by count(distinct project) asc limit 1", SELECT institutions.institutions_name FROM institutions WHERE institutions.unics_id IN (     SELECT project_members.institution_id     FROM project_members     GROUP BY project_members.institution_id     ORDER BY COUNT(project_members.institution_id) ASC     LIMIT 1 );,False
Show the institution that has been involved in the least amount of projects,"Select t2.institutions_name, Count(distinct project) From project_members as t1 join institutions as t2 on t1.institution_id = t2.unics_id GROUP BY t2.institutions_name order by count(distinct project) asc limit 1", SELECT institutions.institutions_name FROM institutions JOIN project_members ON institutions.unics_id = project_members.institution_id GROUP BY institutions.institutions_name ORDER BY COUNT(project_members.project) LIMIT 1;,False
Which funding scheme provided the most funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) DESC LIMIT 1"," SELECT funding_schemes.code, COUNT(projects.total_cost) as total_funding FROM projects JOIN funding_schemes ON projects.ec_fund_scheme = funding_schemes.title GROUP BY funding_schemes.code ORDER BY total_funding DESC LIMIT 1;",False
Which funding scheme provided the least funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) ASC LIMIT 1", SELECT MIN(ec_max_contribution) FROM projects GROUP BY ec_fund_scheme;,False
Show the industrial partners that have worked on projects and the amount of funding they have recieved in order from most to least,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC"," SELECT institutions.institutions_name, SUM(projects.ec_max_contribution) as total_funding FROM projects JOIN project_members ON projects.unics_id = project_members.project JOIN institutions ON project_members.institution_id = institutions.unics_id WHERE project_member_roles.code = 'IP' -- Change this to the correct role code for industrial partners if needed GROUP BY institutions.institutions_name ORDER BY total_funding DESC;",False
Show the amount of funding and corresponding list of industrial partners that have worked on projects in order from the most funding to the least funding,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC"," SELECT T1.ec_max_contribution AS Amount, T2.institutions_name AS Partner FROM projects AS T1 JOIN institutions AS T2 ON T1.principal_investigator = T2.unics_id WHERE T1.total_cost IS NOT NULL AND T1.start_year IS NOT NULL GROUP BY T2.institutions_name, T1.ec_max_contribution ORDER BY Amount DESC;",False
Show the title and the start year of the most recent projects,"SELECT p.title, p.start_year from projects as p order by start_year DESC"," SELECT title, start_year FROM projects ORDER BY start_date DESC LIMIT 1;",False
Which projects have started most recently?,"SELECT p.title, p.start_year from projects as p order by start_year DESC", SELECT projects.start_year FROM projects ORDER BY start_year DESC LIMIT 1;,False
Show title and the starting year of the least recent projects,"SELECT p.title, p.start_year from projects as p order by start_year ASC"," SELECT title, start_year FROM projects ORDER BY start_year DESC LIMIT 1;",False
Which projects have started the least recently?,"SELECT p.title, p.start_year from projects as p order by start_year ASC", SELECT projects.* FROM projects ORDER BY start_year ASC LIMIT 1;,False
What is the starting date of the first recorded project,SELECT p.start_date from projects as p order by start_date ASC, SELECT start_date FROM projects ORDER BY start_date LIMIT 1;,False
On which date did the first project start?,SELECT p.start_date from projects as p order by start_date ASC, SELECT MIN(start_date) FROM projects;,False
Show the titles of all of the projects in the subject area of Climate change and Carbon cycle research,SELECT t3.title from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Climate change and Carbon cycle research', SELECT title FROM projects WHERE subject_area = 'Climate change and Carbon cycle research',False
Show the titles of all of the projects that share the subject area code 'CCC,SELECT t3.title from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Climate change and Carbon cycle research', SELECT title FROM projects WHERE subject_areas.code = 'CCC';,False
List all of the possible roles that project members can have in projects,SELECT pmr.description from project_member_roles as pmr, SELECT DISTINCT project_member_roles.code FROM project_members JOIN project_member_roles ON project_members.member_role = project_member_roles.code;,False
What are all of the ways that projects members can participate in projects?,SELECT pmr.description from project_member_roles as pmr, SELECT DISTINCT project_member_roles.code FROM project_members JOIN project_member_roles ON project_members.member_role = project_member_roles.code;,False
How many erc panels are dedicated to Life Sciences,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.description = 'Life Sciences', SELECT COUNT(DISTINCT project_erc_panels.panel) FROM projects INNER JOIN project_erc_panels ON projects.unics_id = project_erc_panels.project WHERE erc_research_domains.code = 'LIFE',False
Count the number of erc panels that are part of Life Sciences,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'LS', SELECT COUNT(*) FROM erc_panels WHERE part_of = 'Life Sciences',False
List all of the european research council panels related to social sciences and humanities,SELECT t1.description from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'SH', SELECT project_erc_panels.panel FROM project_erc_panels WHERE erc_research_domains.code = 'SSH';,False
How many european research council panels are related to social sciences and humanities,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'SH', SELECT COUNT(*) FROM erc_panels WHERE part_of = 'social sciences and humanities',False
Show all of the project members that are private for profit entities,SELECT member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC', SELECT project_members.* FROM project_members WHERE institutions.acronym LIKE 'private%',False
Which project members are businesses?,SELECT member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC', SELECT DISTINCT T1.unics_id FROM project_members AS T1 WHERE T1.member_role = 'Business',False
How many project members are businesses?,SELECT count(member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC', SELECT COUNT(*) FROM project_members WHERE institution_id IS NOT NULL AND member_short_name LIKE 'business%',False
How many project members are Higher or Secondary Education Establishments?,SELECT count (distinct member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'HES', SELECT COUNT(*) FROM project_members WHERE institutions_acronym LIKE 'H%E%' ESCAPE '/';,False
Count the number of project members that are Educational Establishments,SELECT count (distinct member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.description = 'Higher or Secondary Education Establishments', SELECT COUNT(*) FROM project_members WHERE member_short_name LIKE 'Educational%' AND member_role = 'EDUCATIONAL ESTABLISHMENT';,False
How many projects have been related to Robotics?,SELECT count(t3.title) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Robotics', SELECT COUNT(*) FROM projects WHERE title LIKE '%Robotics%';,False
What is the number of projects that have been carried out in the subject area of Robotics?,SELECT count(t3.title) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Robotics', SELECT COUNT(*) FROM projects WHERE topic = 'Robotics',False
Which non-EU entity has recieved the most funding through a project?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution DESC LIMIT 1", SELECT country_name FROM countries JOIN projects ON countries.country_code3 = projects.country WHERE projects.ec_fund_scheme IS NULL AND projects.ec_contribution = (SELECT MAX(projects2.ec_contribution) FROM projects AS projects2 WHERE projects2.ec_fund_scheme IS NULL);,False
Which entity located outside of the EU has received the most funding?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution DESC LIMIT 1", SELECT country_name FROM countries JOIN projects ON countries.country_id = projects.country WHERE projects.ec_fund_scheme IS NOT NULL GROUP BY country_name ORDER BY SUM(projects.total_cost) DESC LIMIT 1;,False
Which non-EU entity has recieved the least funding through a project?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution ASC LIMIT 1", SELECT country_name FROM countries JOIN projects ON countries.country_code3 = projects.country WHERE projects.ec_fund_scheme IS NULL ORDER BY SUM(projects.total_cost) ASC LIMIT 1;,False
Which entity located outside of the EU has received the least funding?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution ASC LIMIT 1", SELECT countries.country_name FROM countries JOIN projects ON countries.unics_id = projects.country_id WHERE countries.geocode_country_code != 'EU' GROUP BY countries.country_name ORDER BY SUM(projects.total_cost) ASC LIMIT 1;,False
How many non-EU entities have participated in projects?,SELECT count(distinct t1.member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id  WHERE t1.geocode_regions_3 = 'NONEU'," SELECT COUNT(DISTINCT institutions.country_code3) FROM projects JOIN institutions ON projects.principal_investigator = institutions.unics_id WHERE country_code3 NOT IN ('AT', 'BE', 'BG', 'CY', 'CZ', 'DE', 'DK', 'EE', 'FI', 'FR', 'GR', 'HU', 'IE', 'IT', 'LV', 'LT', 'LU', 'MT', 'NL', 'PL', 'PT', 'RO', 'SE', 'SI', 'SK', 'ES', 'GB')",False
Which entities that are located outside of the European Union have participated in projects?,SELECT distinct t1.member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU', SELECT DISTINCT institutions_name FROM institutions WHERE country_code3 NOT IN ('EU') AND project_members.project IS NOT NULL;,False
Show all of the programmes with titles that are related to climate,SELECT p.title from programmes as p WHERE p.title like '%climate%', SELECT title FROM programmes WHERE parent LIKE '%climate%',False
List the programms that have the term climate in the title,SELECT p.title from programmes as p WHERE p.title like '%climate%', SELECT title FROM programmes WHERE title LIKE '%climate%',True
Show the title and amount of funds that have been allocated per programme,"SELECT t1.title, sum(t3.ec_max_contribution) from programmes as t1 join project_programmes as t2 on t1.code = t2.programme join projects as t3 on t3.unics_id = t2.project group by t1.title"," SELECT programmes.title, SUM(projects.total_cost) AS total_funds FROM projects JOIN project_programmes ON projects.unics_id = project_programmes.project GROUP BY programmes.title",False
List all of the titles and the amount of funding that has been dispersed per programme,"SELECT t1.title, sum(t3.ec_max_contribution) from programmes as t1 join project_programmes as t2 on t1.code = t2.programme join projects as t3 on t3.unics_id = t2.project group by t1.title"," SELECT programmes.title, SUM(projects.total_cost) AS total_funding FROM projects JOIN people ON projects.principal_investigator = people.unics_id JOIN programmes ON projects.programme = programmes.code GROUP BY programmes.title",False
