question,GT_sql,predicted_sql,execution_match
Show the name of members in projects costing less than the average project cost.,SELECT T1.member_name FROM project_members AS T1 JOIN projects AS T2 ON T1.project = T2.unics_id WHERE T2.total_cost < (SELECT AVG(T23.total_cost) FROM projects AS T23),SELECT member_name FROM project_members WHERE ec_max_contribution < (SELECT AVG(ec_max_contribution) FROM projects),False
Find the id of projects with at least 100 members,select p.unics_id from projects as p join project_members as pm on p.unics_id = pm.project group by p.unics_id having count(p.unics_id) >= 100,`SELECT project_unics_id FROM projects GROUP BY project_unics_id HAVING COUNT(project_members.project) >= 100;`,False
Find the code and title of the funding scheme which funded the highest number of projects.,"select s.code, s.title from funding_schemes as s where s.code = (select s2.code from funding_schemes as s2 join projects as p on s2.code = p.ec_fund_scheme group by s2.code order by count(*) desc LIMIT 1)","SELECT funding_schemes.code, funding_schemes.title FROM funding_schemes JOIN projects ON funding_schemes.code = projects.ec_fund_scheme GROUP BY funding_schemes.code ORDER BY COUNT(projects.unics_id) DESC LIMIT 1",True
Show the total costs of all projects,SELECT sum(total_cost) FROM projects,SELECT SUM(projects.total_cost) FROM projects,True
Show me the title of projects which have an end year and a start year after 2006,select title from projects where start_year > 2006 and end_year > 2006,SELECT title FROM projects WHERE start_year > 2006 AND end_year > 2006,True
Find the projects which lasted the longest and have an end year and a start year,"select title, end_year - start_year from projects order by end_year - start_year desc limit 1","SELECT projects.acronym, MIN(projects.start_date), MAX(projects.end_date) FROM projects GROUP BY acronym HAVING MAX(projects.end_date - projects.start_date) > ALL (SELECT projects2.end_date - projects2.start_date FROM projects2 WHERE projects2.acronym = projects.acronym)",False
Show me topic titles which starts with 'Raw materials',select title from topics where title like 'Raw materials%',`SELECT title FROM topics WHERE title LIKE 'Raw materials%';`,False
Show me topic titles which contain the word 'climate',select title from topics where title like '%climate%',SELECT title FROM topics WHERE title LIKE '%climate%',True
Show me the number of projects where Thomas Bell was principal investigator,select count(*) from projects as p join people as peep on p.principal_investigator = peep.unics_id where peep.full_name = 'Thomas Bell',SELECT COUNT(*) FROM projects WHERE principal_investigator = 'Thomas Bell',False
Show me the all different names of people,select distinct full_name from people,SELECT DISTINCT people.full_name FROM people,True
Find the acronym of projects which have total costs between 100000 and 200000,select p.acronym from projects as p where p.total_cost between 100000 and 200000,`select acronym from projects where total_cost between 100000 and 200000`,False
Show the title of projects with costs higher than 1000000,select p.title from projects as p where p.total_cost > 1000000,SELECT title FROM projects WHERE total_cost > 1000000,True
Show the title of projects with costs higher than a million,select p.title from projects as p where p.total_cost > 1000000,`SELECT title FROM projects WHERE total_cost > 1000000`,False
Show the project title and member name where the member has a partner role ,"select title, member_name from projects as p join project_members as pm on p.unics_id = pm.project join project_member_roles as pmr on pm.member_role = pmr.code where pmr.code = 'partner'","SELECT projects.title, project_members.member_name FROM project_members JOIN projects ON project_members.project = projects.unics_id WHERE project_members.member_role = 'partner'",True
What different research domains do exist?,select distinct description from erc_research_domains,SELECT DISTINCT description FROM erc_research_domains,True
Show me the country name of all institutes.,select c.country_name from countries as c join institutions as i on c.unics_id = i.country_id,SELECT c.country_name FROM countries AS c JOIN institutions AS i ON c.unics_id = i.country_id,True
Show me the country of all institutes.,select c.country_name from countries as c join institutions as i on c.unics_id = i.country_id,SELECT c.country_name FROM countries AS c JOIN institutions AS i ON c.unics_id = i.country_id,True
What is the country code 2 and country code 3 for Andorra?,"select country_code2, country_code3 from countries where country_name = 'Andorra'","SELECT country_code2, country_code3 FROM countries WHERE country_name = 'Andorra'",True
Find the code of the funding scheme for Framework Partnership Agreement,select code from funding_schemes where title = 'Framework Partnership Agreement',SELECT code FROM funding_schemes WHERE title = 'Framework Partnership Agreement',True
Show me the full title of the program which is called 'Transport' in short.,select title from programmes where short_name = 'Transport',SELECT programmes.title FROM programmes WHERE programmes.short_name = 'Transport',True
Find member name and role code of project members in project with acronym GTBB,"select pm.member_name, pr.code from project_members as pm join projects as p on pm.project = p.unics_id join project_member_roles as pr on pm.member_role = pr.code where p.acronym = 'GTBB'","SELECT pm.member_name, pr.code FROM project_members AS pm JOIN projects AS p ON pm.project = p.unics_id JOIN project_member_roles AS pr ON pm.member_role = pr.code WHERE p.acronym = 'GTBB'",True
Find member name and role code of project members in project GTBB,"select pm.member_name, pr.code from project_members as pm join projects as p on pm.project = p.unics_id join project_member_roles as pr on pm.member_role = pr.code where p.acronym = 'GTBB'","SELECT pm.member_name, pr.code FROM project_members as pm JOIN projects as p ON pm.project = p.unics_id JOIN project_member_roles as pr ON pm.member_role = pr.code WHERE p.acronym = 'GTBB'",True
Show titles of programmes which have FP7 as parent program,select title from programmes where parent = 'FP7',SELECT title FROM programmes WHERE parent = 'FP7',True
Show titles of programmes which have program with code FP7 as parent program,select title from programmes where parent = 'FP7',SELECT title FROM programmes WHERE parent = 'FP7',True
Get panel descriptions from research domain Life Sciences,select p.description from erc_panels as p join erc_research_domains as erd on p.part_of = erd.code where erd.description = 'Life Sciences',SELECT p.description FROM erc_panels AS p JOIN erc_research_domains AS erd ON p.part_of = erd.code WHERE erd.description = 'Life Sciences',True
Get panel descriptions from research domain life sciences,select p.description from erc_panels as p join erc_research_domains as erd on p.part_of = erd.code where erd.description = 'Life Sciences',SELECT p.description FROM erc_panels as p JOIN erc_research_domains as erd ON p.part_of = erd.code WHERE erd.description = 'Life Sciences',True
Find project members of type Research Organisations,select member_name from project_members as mb join activity_types as a on a.code = mb.activity_type where a.description = 'Research Organisations',SELECT member_name FROM project_members as mb JOIN activity_types as a ON a.code = mb.activity_type WHERE a.description = 'Research Organisations',True
Get names of project members who's activity type description is Research Organisations,select member_name from project_members as mb join activity_types as a on a.code = mb.activity_type where a.description = 'Research Organisations',`select member_name from project_members as mb join activity_types as a on a.code = mb.activity_type where a.description = 'Research Organisations'`,False
What is the objective of DEEPCARBON?,select objective from projects where acronym = 'DEEPCARBON',`SELECT objective FROM projects WHERE acronym = 'DEEPCARBON'`,False
What is the objective of the project with acronym DEEPCARBON?,select objective from projects where acronym = 'DEEPCARBON',`SELECT objective FROM projects WHERE acronym = 'DEEPCARBON'`,False
Get the title of projects having the term 'carbon capturing' in it's objective.,select title from projects where objective like '%carbon capturing%',`SELECT title FROM projects WHERE objective LIKE '%carbon capturing%'`,False
How many projects have an objective which contains 'carbon capturing'?,select count(*) from projects where objective like '%carbon capturing%',`SELECT COUNT(*) FROM projects WHERE objective LIKE '%carbon capturing%';`,False
Show all names of institutions from France except institutions from the territorial region of Paris,select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id where country_name = 'France' except select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id join eu_territorial_units as etu on i.geocode_regions_3 = etu.geocode_regions where country_name = 'France' and etu.description = 'Paris',SELECT institutions.institutions_name FROM institutions WHERE institutions.country_id = (SELECT unics_id FROM countries WHERE country_name = 'France') AND institutions.geocode_regions_3 NOT LIKE 'PARIS%',False
Show institutions from France except the ones from Paris,select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id where country_name = 'France' except select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id join eu_territorial_units as etu on i.geocode_regions_3 = etu.geocode_regions where country_name = 'France' and etu.description = 'Paris',SELECT institutions.institutions_name,False
Which institutions have never been project coordinators,SELECT distinct member_name from project_members WHERE member_name NOT in (SELECT member_name from project_members where member_role = 'coordinator'),SELECT institutions.institutions_name,False
Show all of the instituions that have never coordinated a project,SELECT distinct member_name from project_members WHERE member_name NOT in (SELECT member_name from project_members where member_role = 'coordinator'),SELECT institutions.institutions_name,False
Show all of the names of people who have worked on multiple projects,"SELECT t1.full_name, count(p.title) FROM people as t1 join projects as p on t1.unics_id = p.principal_investigator group by t1.full_name HAVING count(p.title) > 1",SELECT DISTINCT full_name FROM people WHERE full_name IN (SELECT member_name FROM project_members GROUP BY member_name HAVING COUNT(*) > 1),False
Which people have worked on more than one project,"SELECT t1.full_name, count(p.title) FROM people as t1 join projects as p on t1.unics_id = p.principal_investigator group by t1.full_name HAVING count(p.title) > 1","SELECT DISTINCT p.unics_id as ProjectID, COUNT(p.unics_id) as NumberOfProjects",False
What is the title of the subject area that has been granted the most funding,"SELECT t1.title, MAX(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MAX(t3.ec_max_contribution) DESC LIMIT 1",SELECT subject_areas.title,False
Which subject area has recieved the highest funding contribution?,"SELECT t1.title, MAX(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MAX(t3.ec_max_contribution) DESC LIMIT 1",SELECT subject_areas.title FROM projects JOIN project_subject_areas ON projects.unics_id = project_subject_areas.project JOIN subject_areas ON project_subject_areas.subject_area = subject_areas.code ORDER BY SUM(projects.total_cost) DESC LIMIT 1,False
Which subject area has recieved the least funding contribution,"SELECT t1.title, MIN(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MIN(t3.ec_max_contribution) DESC LIMIT 1","SELECT subject_areas.title as SubjectArea, SUM(projects.ec_contribution) as TotalContribution",False
What is the title of the subject area that has been granted the least amount of funding,"SELECT t1.title, MIN(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MIN(t3.ec_max_contribution) DESC LIMIT 1","SELECT subject_areas.title FROM subject_areas JOIN (SELECT subject_area, MIN(total_cost) as min_cost FROM project_subject_areas GROUP BY subject_area) AS least_funded ON subject_areas.code = least_funded.subject_area WHERE total_cost = least_funded.min_cost",False
Which institution has participated in the most projects,"Select i.institutions_name, Count(distinct project) From project_members join institutions as i on project_members.institution_id = i.unics_id GROUP BY i.institutions_name order by count(distinct project) desc limit 1","SELECT institutions.institutions_name as name, COUNT(projects.unics_id) as num_projects",False
Show the institution that has been involved in the highest number of projects,"Select i.institutions_name, Count(distinct project) From project_members join institutions as i on project_members.institution_id = i.unics_id GROUP BY i.institutions_name order by count(distinct project) desc limit 1",SELECT institutions.institutions_name FROM institutions JOIN project_members ON institutions.unics_id = project_members.institution_id GROUP BY institutions.institutions_name ORDER BY COUNT(project_members.unics_id) DESC LIMIT 1,False
Which institution has participated in the fewest projects,"Select t2.institutions_name, Count(distinct project) From project_members as t1 join institutions as t2 on t1.institution_id = t2.unics_id GROUP BY t2.institutions_name order by count(distinct project) asc limit 1","SELECT institutions.institutions_name, COUNT(projects.unics_id) as number_of_projects FROM institutions",False
Show the institution that has been involved in the least amount of projects,"Select t2.institutions_name, Count(distinct project) From project_members as t1 join institutions as t2 on t1.institution_id = t2.unics_id GROUP BY t2.institutions_name order by count(distinct project) asc limit 1",SELECT institutions.institutions_name FROM institutions,False
Which funding scheme provided the most funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) DESC LIMIT 1","SELECT funding_schemes.title as Funding_Scheme, SUM(projects.total_cost) as Total_Funding",False
Which funding scheme provided the least funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) ASC LIMIT 1","SELECT MIN(ec_max_contribution) AS minimum_funding, title FROM funding_schemes",False
Show the industrial partners that have worked on projects and the amount of funding they have recieved in order from most to least,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC","SELECT project_members.member_name AS Industrial_Partner, SUM(projects.ec_contribution) AS Total_Funding",False
Show the amount of funding and corresponding list of industrial partners that have worked on projects in order from the most funding to the least funding,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC","SELECT project_members.project, SUM(projects.total_cost) AS total_funding, GROUP_CONCAT(DISTINCT project_members.member_name) AS industrial_partners",False
Show the title and the start year of the most recent projects,"SELECT p.title, p.start_year from projects as p order by start_year DESC","SELECT title, start_year FROM projects ORDER BY start_date DESC LIMIT 1",False
Which projects have started most recently?,"SELECT p.title, p.start_year from projects as p order by start_year DESC","SELECT projects.unics_id, MAX(projects.start_date) as latest_start_date FROM projects GROUP BY projects.unics_id",False
Show title and the starting year of the least recent projects,"SELECT p.title, p.start_year from projects as p order by start_year ASC","SELECT title, start_year FROM projects ORDER BY start_date ASC LIMIT 1",False
Which projects have started the least recently?,"SELECT p.title, p.start_year from projects as p order by start_year ASC","SELECT projects.unics_id, MIN(projects.start_date) as earliest_start_date",False
What is the starting date of the first recorded project,SELECT p.start_date from projects as p order by start_date ASC,SELECT MIN(start_date) FROM projects,False
On which date did the first project start?,SELECT p.start_date from projects as p order by start_date ASC,SELECT MIN(start_date) FROM projects,False
Show the titles of all of the projects in the subject area of Climate change and Carbon cycle research,SELECT t3.title from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Climate change and Carbon cycle research',SELECT title FROM project_subject_areas,False
Show the titles of all of the projects that share the subject area code 'CCC,SELECT t3.title from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Climate change and Carbon cycle research',SELECT title FROM projects JOIN project_subject_areas ON projects.unics_id = project_subject_areas.project WHERE project_subject_areas.subject_area = 'CCC',True
List all of the possible roles that project members can have in projects,SELECT pmr.description from project_member_roles as pmr,SELECT DISTINCT description FROM activity_types,False
What are all of the ways that projects members can participate in projects?,SELECT pmr.description from project_member_roles as pmr,SELECT DISTINCT activity_type.description FROM activity_types JOIN project_members ON activity_types.code = project_members.activity_type,False
How many erc panels are dedicated to Life Sciences,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.description = 'Life Sciences',SELECT COUNT(*) FROM erc_panels WHERE part_of = 'Life Sciences',False
Count the number of erc panels that are part of Life Sciences,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'LS',SELECT COUNT(*) FROM erc_panels WHERE erc_panels.part_of = 'Life Sciences',False
List all of the european research council panels related to social sciences and humanities,SELECT t1.description from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'SH',SELECT erc_panels.description FROM erc_panels JOIN erc_research_domains ON erc_panels.part_of = erc_research_domains.code WHERE erc_research_domains.description = 'Social Sciences and Humanities',False
How many european research council panels are related to social sciences and humanities,SELECT count(t1.description) from erc_panels as t1 join erc_research_domains as t2 on t2.code = t1.part_of WHERE t2.code = 'SH',SELECT COUNT(*) FROM erc_panels WHERE erd.description = 'Social Sciences and Humanities',False
Show all of the project members that are private for profit entities,SELECT member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC',SELECT member_name,False
Which project members are businesses?,SELECT member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC',SELECT member_name FROM project_members WHERE activity_type = 'Business',False
How many project members are businesses?,SELECT count(member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'PRC',`SELECT COUNT(*) FROM project_members WHERE activity_type = 'Business'`,False
How many project members are Higher or Secondary Education Establishments?,SELECT count (distinct member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.code = 'HES',SELECT COUNT(*) FROM project_members WHERE activity_type = 'Higher or Secondary Education Establishments',False
Count the number of project members that are Educational Establishments,SELECT count (distinct member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code WHERE t2.description = 'Higher or Secondary Education Establishments',SELECT COUNT(*) FROM project_members WHERE activity_type = 'Educational Establishments',False
How many projects have been related to Robotics?,SELECT count(t3.title) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Robotics',SELECT COUNT(*) FROM projects WHERE title LIKE '%Robotics%',False
What is the number of projects that have been carried out in the subject area of Robotics?,SELECT count(t3.title) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id WHERE t1.title = 'Robotics',SELECT COUNT(*) FROM projects WHERE subject_area = 'Robotics',False
Which non-EU entity has recieved the most funding through a project?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution DESC LIMIT 1","SELECT MAX(ec_max_contribution) as max_funding, institutions.institutions_name as institution",False
Which entity located outside of the EU has received the most funding?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution DESC LIMIT 1","SELECT institutions.country_name as country, SUM(projects.total_cost) as total_funding",False
Which non-EU entity has recieved the least funding through a project?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution ASC LIMIT 1",SELECT c.country_name,False
Which entity located outside of the EU has received the least funding?,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU' ORDER BY ec_max_contribution ASC LIMIT 1",SELECT institutions.country_name,False
How many non-EU entities have participated in projects?,SELECT count(distinct t1.member_name) FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id  WHERE t1.geocode_regions_3 = 'NONEU',SELECT COUNT(*) FROM institutions WHERE country_name NOT IN (SELECT country_name FROM countries WHERE geocode_country_code = 'EU') AND country_id IS NOT NULL,False
Which entities that are located outside of the European Union have participated in projects?,SELECT distinct t1.member_name FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t1.geocode_regions_3 = 'NONEU',SELECT DISTINCT i.country_name FROM countries AS c JOIN institutions AS i ON c.unics_id = i.country_id WHERE i.country_id NOT IN (SELECT country_id FROM institutions),False
Show all of the programmes with titles that are related to climate,SELECT p.title from programmes as p WHERE p.title like '%climate%',SELECT title FROM programmes WHERE title LIKE '%climate%',True
List the programms that have the term climate in the title,SELECT p.title from programmes as p WHERE p.title like '%climate%',SELECT title FROM programmes WHERE title LIKE '%climate%',True
Show the title and amount of funds that have been allocated per programme,"SELECT t1.title, sum(t3.ec_max_contribution) from programmes as t1 join project_programmes as t2 on t1.code = t2.programme join projects as t3 on t3.unics_id = t2.project group by t1.title","SELECT programmes.title, SUM(projects.total_cost) as funds_allocated FROM projects JOIN programme ON projects.programme = programmes.rcn GROUP BY programmes.title",False
List all of the titles and the amount of funding that has been dispersed per programme,"SELECT t1.title, sum(t3.ec_max_contribution) from programmes as t1 join project_programmes as t2 on t1.code = t2.programme join projects as t3 on t3.unics_id = t2.project group by t1.title","SELECT programmes.title, SUM(projects.total_cost) AS total_funding",False
